start,end,coal,natural_gas,nuclear,wind,solar,other,imports,total
2024-02-09 17:35:00-05:00,2024-02-09 17:40:00-05:00,15199.0,19476.0,10752.0,17310.0,367.0,2460.0,5757.0,71320.0
